"","simnum","dHat","nHat","pHat","pHatZeroNeg","pHatDropNeg","aHat","square","TrapSpacing","FielSize","CatchRadius","NumVisits","density"
"15025",5,0.452032277346085,455.648535564854,0.474873752553183,0.474873752553183,0.474873752553183,1008,"5",6,48,2,4,0.5
"15026",6,0.390625,56.25,0.552786404500042,0.552786404500042,0.552786404500042,144,"1",6,48,2,4,0.5
"15027",6,0.391319444444444,225.4,0.465477516175151,0.465477516175151,0.465477516175151,576,"2",6,48,2,4,0.5
"15028",6,0.424250137881295,549.828178694158,0.477984674554472,0.477984674554472,0.477984674554472,1296,"3",6,48,2,4,0.5
"15029",6,0.457800196850394,1054.77165354331,0.44681745421448,0.44681745421448,0.44681745421448,2304,"4",6,48,2,4,0.5
"15030",6,0.503913393314315,507.944700460829,0.411454723773375,0.411454723773375,0.411454723773375,1008,"5",6,48,2,4,0.5
"15031",7,0.432355967078189,62.2592592592593,0.415651290209222,0.415651290209222,0.415651290209222,144,"1",6,48,2,4,0.5
"15032",7,0.442354368932039,254.796116504854,0.396512194933321,0.396512194933321,0.396512194933321,576,"2",6,48,2,4,0.5
"15033",7,0.450234472198296,583.503875968992,0.421163627272998,0.421163627272998,0.421163627272998,1296,"3",6,48,2,4,0.5
"15034",7,0.439060882505176,1011.59627329193,0.444110734465505,0.444110734465505,0.444110734465505,2304,"4",6,48,2,4,0.5
"15035",7,0.426459435626102,429.871111111111,0.474141339151184,0.474141339151184,0.474141339151184,1008,"5",6,48,2,4,0.5
"15036",8,0.35,50.4,0.591751709536137,0.591751709536137,0.591751709536137,144,"1",6,48,2,4,0.5
"15037",8,0.422669299201162,243.457516339869,0.544748546394015,0.544748546394015,0.544748546394015,576,"2",6,48,2,4,0.5
"15038",8,0.452652470817775,586.637602179837,0.542778254959444,0.542778254959444,0.542778254959444,1296,"3",6,48,2,4,0.5
"15039",8,0.434028551445831,1000.00178253119,0.498999665555516,0.498999665555516,0.498999665555516,2304,"4",6,48,2,4,0.5
"15040",8,0.415362665684831,418.685567010309,0.434935184590267,0.434935184590267,0.434935184590267,1008,"5",6,48,2,4,0.5
"15041",9,0.421052631578947,60.6315789473684,0.543564535412361,0.543564535412361,0.543564535412361,144,"1",6,48,2,4,0.5
"15042",9,0.450139414983165,259.280303030303,0.464755675895123,0.464755675895123,0.464755675895123,576,"2",6,48,2,4,0.5
"15043",9,0.449389064697609,582.408227848101,0.486771723885693,0.486771723885693,0.486771723885693,1296,"3",6,48,2,4,0.5
"15044",9,0.438886912291798,1011.1954459203,0.472665009902792,0.472665009902792,0.472665009902792,2304,"4",6,48,2,4,0.5
"15045",9,0.425980779357557,429.388625592417,0.453188037567633,0.453188037567633,0.453188037567633,1008,"5",6,48,2,4,0.5
"15046",10,0.346153846153846,49.8461538461538,0.47295372330527,0.47295372330527,0.47295372330527,144,"1",6,48,2,4,0.5
"15047",10,0.396680555555556,228.488,0.489750032253015,0.489750032253015,0.489750032253015,576,"2",6,48,2,4,0.5
"15048",10,0.458086917562724,593.68064516129,0.473322416093795,0.473322416093795,0.473322416093795,1296,"3",6,48,2,4,0.5
"15049",10,0.453001237623762,1043.71485148515,0.448268440726269,0.448268440726269,0.448268440726269,2304,"4",6,48,2,4,0.5
"15050",10,0.448763736263736,452.353846153846,0.413967284672312,0.413967284672312,0.413967284672312,1008,"5",6,48,2,4,0.5
"15051",1,0.963570127504554,138.754098360656,0.419520438138318,0.419520438138318,0.419520438138318,144,"1",6,48,2,4,1
"15052",1,0.821034775233249,472.916030534351,0.494350103152568,0.494350103152568,0.494350103152568,576,"2",6,48,2,4,1
"15053",1,0.870471014492754,1128.13043478261,0.491999491999238,0.491999491999238,0.491999491999238,1296,"3",6,48,2,4,1
"15054",1,0.875145212259294,2016.33456904541,0.481854676493953,0.481854676493953,0.481854676493953,2304,"4",6,48,2,4,1
"15055",1,0.881688847300201,888.742358078603,0.468839326152617,0.468839326152617,0.468839326152617,1008,"5",6,48,2,4,1
"15056",2,0.949600168350168,136.742424242424,0.447493748546917,0.447493748546917,0.447493748546917,144,"1",6,48,2,4,1
"15057",2,0.91404102866117,526.487632508834,0.483435020313667,0.483435020313667,0.483435020313667,576,"2",6,48,2,4,1
"15058",2,0.90719755133796,1175.728026534,0.467226144600146,0.467226144600146,0.467226144600146,1296,"3",6,48,2,4,1
"15059",2,0.887281688631737,2044.29701060752,0.463553613792836,0.463553613792836,0.463553613792836,2304,"4",6,48,2,4,1
"15060",2,0.861760295516056,868.654377880184,0.458557843236675,0.458557843236675,0.458557843236675,1008,"5",6,48,2,4,1
"15061",3,0.924038461538462,133.061538461538,0.451296738831266,0.451296738831266,0.451296738831266,144,"1",6,48,2,4,1
"15062",3,0.899063899063899,517.860805860806,0.476610880689361,0.476610880689361,0.476610880689361,576,"2",6,48,2,4,1
"15063",3,0.894391584495751,1159.13149350649,0.479417713363427,0.479417713363427,0.479417713363427,1296,"3",6,48,2,4,1
"15064",3,0.8869185871139,2043.46042471042,0.463369299619314,0.463369299619314,0.463369299619314,2304,"4",6,48,2,4,1
"15065",3,0.878921012849584,885.952380952381,0.441900179326256,0.441900179326256,0.441900179326256,1008,"5",6,48,2,4,1
"15066",4,0.858542617960426,123.630136986301,0.518773496814212,0.518773496814212,0.518773496814212,144,"1",6,48,2,4,1
"15067",4,0.847710503472222,488.28125,0.518336216848308,0.518336216848308,0.518336216848308,576,"2",6,48,2,4,1
"15068",4,0.884419802867384,1146.20806451613,0.485673804526796,0.485673804526796,0.485673804526796,1296,"3",6,48,2,4,1
"15069",4,0.889291465378422,2048.92753623188,0.484289376870603,0.484289376870603,0.484289376870603,2304,"4",6,48,2,4,1
"15070",4,0.895564820280729,902.729338842975,0.482529134324457,0.482529134324457,0.482529134324457,1008,"5",6,48,2,4,1
"15071",5,0.929713804713805,133.878787878788,0.454223177090185,0.454223177090185,0.454223177090185,144,"1",6,48,2,4,1
"15072",5,0.878120057334915,505.797153024911,0.495379439762584,0.495379439762584,0.495379439762584,576,"2",6,48,2,4,1
"15073",5,0.892833783010383,1157.11258278146,0.473205958915168,0.473205958915168,0.473205958915168,1296,"3",6,48,2,4,1
"15074",5,0.868325723859218,2000.62246777164,0.486941223634731,0.486941223634731,0.486941223634731,2304,"4",6,48,2,4,1
"15075",5,0.837787327932556,844.489626556017,0.505516323239005,0.505516323239005,0.505516323239005,1008,"5",6,48,2,4,1
"15076",6,0.811655405405405,116.878378378378,0.548003235333684,0.548003235333684,0.548003235333684,144,"1",6,48,2,4,1
"15077",6,0.910504361016306,524.450511945392,0.497455454304633,0.497455454304633,0.497455454304633,576,"2",6,48,2,4,1
"15078",6,0.876046644763043,1135.3564516129,0.489093912937634,0.489093912937634,0.489093912937634,1296,"3",6,48,2,4,1
"15079",6,0.861953053783045,1985.93983591613,0.49327022215911,0.49327022215911,0.49327022215911,2304,"4",6,48,2,4,1
"15080",6,0.843917423713021,850.668763102725,0.498823988967412,0.498823988967412,0.498823988967412,1008,"5",6,48,2,4,1
"15081",7,0.963117283950617,138.688888888889,0.343966657222788,0.343966657222788,0.343966657222788,144,"1",6,48,2,4,1
"15082",7,0.910560344827586,524.48275862069,0.493630316458167,0.493630316458167,0.493630316458167,576,"2",6,48,2,4,1
"15083",7,0.91172480620155,1181.59534883721,0.488953637250273,0.488953637250273,0.488953637250273,1296,"3",6,48,2,4,1
"15084",7,0.891047769454383,2052.9740608229,0.488095512209102,0.488095512209102,0.488095512209102,2304,"4",6,48,2,4,1
"15085",7,0.864466928420417,871.38266384778,0.486930925323492,0.486930925323492,0.486930925323492,1008,"5",6,48,2,4,1
"15086",8,0.9593830749354,138.151162790698,0.540642650747888,0.540642650747888,0.540642650747888,144,"1",6,48,2,4,1
"15087",8,0.86729485669415,499.56183745583,0.502666685680604,0.502666685680604,0.502666685680604,576,"2",6,48,2,4,1
"15088",8,0.877944618183305,1137.81622516556,0.479028466264609,0.479028466264609,0.479028466264609,1296,"3",6,48,2,4,1
"15089",8,0.880194096245965,2027.9671977507,0.475935977258485,0.475935977258485,0.475935977258485,2304,"4",6,48,2,4,1
"15090",8,0.88313792039494,890.203023758099,0.471969509046166,0.471969509046166,0.471969509046166,1008,"5",6,48,2,4,1
"15091",9,0.993836805555556,143.1125,0.497668985032647,0.497668985032647,0.497668985032647,144,"1",6,48,2,4,1
"15092",9,0.943216306584362,543.292592592593,0.456824922800335,0.456824922800335,0.456824922800335,576,"2",6,48,2,4,1
"15093",9,0.89725642873556,1162.84433164129,0.46418950832262,0.46418950832262,0.46418950832262,1296,"3",6,48,2,4,1
"15094",9,0.881223137535817,2030.33810888252,0.469064030117354,0.469064030117354,0.469064030117354,2304,"4",6,48,2,4,1
"15095",9,0.860747789612921,867.633771929825,0.475557681314731,0.475557681314731,0.475557681314731,1008,"5",6,48,2,4,1
"15096",10,0.989695340501792,142.516129032258,0.416540034008422,0.416540034008422,0.416540034008422,144,"1",6,48,2,4,1
"15097",10,0.934824902723735,538.459143968872,0.443996596281788,0.443996596281788,0.443996596281788,576,"2",6,48,2,4,1
"15098",10,0.932995856294588,1209.16262975779,0.444471026685927,0.444471026685927,0.444471026685927,1296,"3",6,48,2,4,1
"15099",10,0.895776469919254,2063.86898669396,0.441455614130877,0.441455614130877,0.441455614130877,2304,"4",6,48,2,4,1
"15100",10,0.847992998368938,854.77694235589,0.437167145665955,0.437167145665955,0.437167145665955,1008,"5",6,48,2,4,1
"15101",1,1.40833333333333,202.8,0.519615538584739,0.519615538584739,0.519615538584739,144,"1",6,48,2,4,1.5
"15102",1,1.33919270833333,771.375,0.477767032132906,0.477767032132906,0.477767032132906,576,"2",6,48,2,4,1.5
"15103",1,1.32018657234013,1710.96179775281,0.4720149307155,0.4720149307155,0.4720149307155,1296,"3",6,48,2,4,1.5
"15104",1,1.31591420308483,3031.86632390745,0.467449930591258,0.467449930591258,0.467449930591258,2304,"4",6,48,2,4,1.5
"15105",1,1.3106022689356,1321.08708708709,0.461503316594819,0.461503316594819,0.461503316594819,1008,"5",6,48,2,4,1.5
"15106",2,1.14927048260382,165.49494949495,0.524014180883506,0.524014180883506,0.524014180883506,144,"1",6,48,2,4,1.5
"15107",2,1.32966111791939,765.884803921569,0.480264275219034,0.480264275219034,0.480264275219034,576,"2",6,48,2,4,1.5
"15108",2,1.35127210091018,1751.24864277959,0.475783299000977,0.475783299000977,0.475783299000977,1296,"3",6,48,2,4,1.5
"15109",2,1.3341525747108,3073.88753213368,0.462856545239331,0.462856545239331,0.462856545239331,2304,"4",6,48,2,4,1.5
"15110",2,1.31372484689414,1324.23464566929,0.445451051274849,0.445451051274849,0.445451051274849,1008,"5",6,48,2,4,1.5
"15111",3,1.29557656395892,186.563025210084,0.551288197303442,0.551288197303442,0.551288197303442,144,"1",6,48,2,4,1.5
"15112",3,1.35546669299631,780.748815165877,0.485404661535554,0.485404661535554,0.485404661535554,576,"2",6,48,2,4,1.5
"15113",3,1.32215672652869,1713.51511758119,0.472655559953594,0.472655559953594,0.472655559953594,1296,"3",6,48,2,4,1.5
"15114",3,1.33617651404533,3078.55068836045,0.471292983678764,0.471292983678764,0.471292983678764,2304,"4",6,48,2,4,1.5
"15115",3,1.35421732522796,1365.05106382979,0.469579821510121,0.469579821510121,0.469579821510121,1008,"5",6,48,2,4,1.5
"15116",4,1.37062757201646,197.37037037037,0.489829467135998,0.489829467135998,0.489829467135998,144,"1",6,48,2,4,1.5
"15117",4,1.25667803353225,723.846547314578,0.485181979739479,0.485181979739479,0.485181979739479,576,"2",6,48,2,4,1.5
"15118",4,1.28562358916479,1666.16817155756,0.479632924750119,0.479632924750119,0.479632924750119,1296,"3",6,48,2,4,1.5
"15119",4,1.32530009920635,3053.49142857143,0.469146210756638,0.469146210756638,0.469146210756638,2304,"4",6,48,2,4,1.5
"15120",4,1.37720298569355,1388.2206095791,0.456399942517583,0.456399942517583,0.456399942517583,1008,"5",6,48,2,4,1.5
"15121",5,1.46434082892416,210.865079365079,0.523561268334873,0.523561268334873,0.523561268334873,144,"1",6,48,2,4,1.5
"15122",5,1.2956492532105,746.293969849246,0.480649664829027,0.480649664829027,0.480649664829027,576,"2",6,48,2,4,1.5
"15123",5,1.32183993875225,1713.10456062291,0.475038852594543,0.475038852594543,0.475038852594543,1296,"3",6,48,2,4,1.5
"15124",5,1.29801872929005,2990.63515228426,0.476485673438487,0.476485673438487,0.476485673438487,2304,"4",6,48,2,4,1.5
"15125",5,1.26740873602026,1277.54800590842,0.478422574536926,0.478422574536926,0.478422574536926,1008,"5",6,48,2,4,1.5
"15126",6,1.37655009920635,198.223214285714,0.501680677024253,0.501680677024253,0.501680677024253,144,"1",6,48,2,4,1.5
"15127",6,1.36266530625158,784.895216400911,0.497875043548948,0.497875043548948,0.497875043548948,576,"2",6,48,2,4,1.5
"15128",6,1.31559378395716,1705.00954400848,0.493730162596087,0.493730162596087,0.493730162596087,1296,"3",6,48,2,4,1.5
"15129",6,1.32234376038344,3046.68002392344,0.490889383483945,0.490889383483945,0.490889383483945,2304,"4",6,48,2,4,1.5
"15130",6,1.33108111786095,1341.72976680384,0.487270236958104,0.487270236958104,0.487270236958104,1008,"5",6,48,2,4,1.5
"15131",7,1.32798672566372,191.230088495575,0.51907119341133,0.51907119341133,0.51907119341133,144,"1",6,48,2,4,1.5
"15132",7,1.291125836242,743.688481675393,0.467738726009614,0.467738726009614,0.467738726009614,576,"2",6,48,2,4,1.5
"15133",7,1.35774475202336,1759.63719862227,0.455531561564545,0.455531561564545,0.455531561564545,1296,"3",6,48,2,4,1.5
"15134",7,1.3353729291631,3076.69922879177,0.462553943865886,0.462553943865886,0.462553943865886,2304,"4",6,48,2,4,1.5
"15135",7,1.30706175414205,1317.51824817518,0.471845317713596,0.471845317713596,0.471845317713596,1008,"5",6,48,2,4,1.5
"15136",8,1.56521739130435,225.391304347826,0.399074787422668,0.399074787422668,0.399074787422668,144,"1",6,48,2,4,1.5
"15137",8,1.41940674102132,817.578282828283,0.448599801177164,0.448599801177164,0.448599801177164,576,"2",6,48,2,4,1.5
"15138",8,1.35031210986267,1750.00449438202,0.464407828325531,0.464407828325531,0.464407828325531,1296,"3",6,48,2,4,1.5
"15139",8,1.32085034035503,3043.239184178,0.47957447992357,0.47957447992357,0.47957447992357,2304,"4",6,48,2,4,1.5
"15140",8,1.28483260291296,1295.11126373626,0.49974259972555,0.49974259972555,0.49974259972555,1008,"5",6,48,2,4,1.5
"15141",9,1.36545138888889,196.625,0.477767032132906,0.477767032132906,0.477767032132906,144,"1",6,48,2,4,1.5
"15142",9,1.33043019266297,766.327790973872,0.491273337732915,0.491273337732915,0.491273337732915,576,"2",6,48,2,4,1.5
"15143",9,1.32541214171867,1717.7341356674,0.479855137128216,0.479855137128216,0.479855137128216,1296,"3",6,48,2,4,1.5
"15144",9,1.31019135925336,3018.68089171975,0.471962056457252,0.471962056457252,0.471962056457252,2304,"4",6,48,2,4,1.5
"15145",9,1.29115853658537,1301.48780487805,0.461443326990288,0.461443326990288,0.461443326990288,1008,"5",6,48,2,4,1.5
"15146",10,1.500625,216.09,0.43455513871248,0.43455513871248,0.43455513871248,144,"1",6,48,2,4,1.5
"15147",10,1.44693822254335,833.436416184971,0.403611115086459,0.403611115086459,0.403611115086459,576,"2",6,48,2,4,1.5
"15148",10,1.36707912457912,1771.73454545455,0.436424037058923,0.436424037058923,0.436424037058923,1296,"3",6,48,2,4,1.5
"15149",10,1.33745151757333,3081.48829648895,0.458222188475594,0.458222188475594,0.458222188475594,2304,"4",6,48,2,4,1.5
"15150",10,1.3037690064338,1314.19915848527,0.486745918607445,0.486745918607445,0.486745918607445,1008,"5",6,48,2,4,1.5
"15151",1,1.84573412698413,265.785714285714,0.441900179326256,0.441900179326256,0.441900179326256,144,"1",6,48,2,4,2
"15152",1,1.75782580353342,1012.50766283525,0.468981410138457,0.468981410138457,0.468981410138457,576,"2",6,48,2,4,2
"15153",1,1.7843295638126,2312.49111470113,0.482002400582431,0.482002400582431,0.482002400582431,1296,"3",6,48,2,4,2
"15154",1,1.75961722805569,4054.1580934403,0.473655480322303,0.473655480322303,0.473655480322303,2304,"4",6,48,2,4,2
"15155",1,1.72864642451759,1742.47559591373,0.462466098071613,0.462466098071613,0.462466098071613,1008,"5",6,48,2,4,2
"15156",2,1.70326576576577,245.27027027027,0.427922446452645,0.427922446452645,0.427922446452645,144,"1",6,48,2,4,2
"15157",2,1.76870755399688,1018.7755511022,0.452149425067001,0.452149425067001,0.452149425067001,576,"2",6,48,2,4,2
"15158",2,1.78034269902086,2307.32413793103,0.460598901343097,0.460598901343097,0.460598901343097,1296,"3",6,48,2,4,2
"15159",2,1.78310518623433,4108.2743490839,0.461964035073266,0.461964035073266,0.461964035073266,2304,"4",6,48,2,4,2
"15160",2,1.78667921399048,1800.97264770241,0.463709807386256,0.463709807386256,0.463709807386256,1008,"5",6,48,2,4,2
"15161",3,1.6450364298725,236.885245901639,0.468631068675943,0.468631068675943,0.468631068675943,144,"1",6,48,2,4,2
"15162",3,1.74828809760956,1007.01394422311,0.457826429980094,0.457826429980094,0.457826429980094,576,"2",6,48,2,4,2
"15163",3,1.78207450761799,2309.56856187291,0.470485998089745,0.470485998089745,0.470485998089745,1296,"3",6,48,2,4,2
"15164",3,1.76182117972448,4059.23599808521,0.468376424174373,0.468376424174373,0.468376424174373,2304,"4",6,48,2,4,2
"15165",3,1.73583337777067,1749.72004479283,0.465584431364504,0.465584431364504,0.465584431364504,1008,"5",6,48,2,4,2
"15166",4,1.87085406301824,269.402985074627,0.457103285969363,0.457103285969363,0.457103285969363,144,"1",6,48,2,4,2
"15167",4,1.78703703703704,1029.33333333333,0.5,0.5,0.5,576,"2",6,48,2,4,2
"15168",4,1.78163212524147,2308.99523431295,0.488547580206516,0.488547580206516,0.488547580206516,1296,"3",6,48,2,4,2
"15169",4,1.74866978523663,4028.93518518519,0.482509313929718,0.482509313929718,0.482509313929718,2304,"4",6,48,2,4,2
"15170",4,1.70668503250357,1720.3385127636,0.474352569792704,0.474352569792704,0.474352569792704,1008,"5",6,48,2,4,2
"15171",5,1.8037518037518,259.74025974026,0.520416847668728,0.520416847668728,0.520416847668728,144,"1",6,48,2,4,2
"15172",5,1.82148010719439,1049.17254174397,0.467792633599399,0.467792633599399,0.467792633599399,576,"2",6,48,2,4,2
"15173",5,1.78675173773213,2315.63025210084,0.467898007783769,0.467898007783769,0.467898007783769,1296,"3",6,48,2,4,2
"15174",5,1.77579848942108,4091.43971962617,0.473898586908335,0.473898586908335,0.473898586908335,2304,"4",6,48,2,4,2
"15175",5,1.76211466165414,1776.21157894737,0.481667861007492,0.481667861007492,0.481667861007492,1008,"5",6,48,2,4,2
"15176",6,1.8375,264.6,0.465477516175151,0.465477516175151,0.465477516175151,144,"1",6,48,2,4,2
"15177",6,1.79185779816514,1032.11009174312,0.477187095288063,0.477187095288063,0.477187095288063,576,"2",6,48,2,4,2
"15178",6,1.81073943661972,2346.71830985915,0.46818397652169,0.46818397652169,0.46818397652169,1296,"3",6,48,2,4,2
"15179",6,1.75884031429406,4052.36808413352,0.484861358513096,0.484861358513096,0.484861358513096,2304,"4",6,48,2,4,2
"15180",6,1.69504778101717,1708.60816326531,0.507396281486787,0.507396281486787,0.507396281486787,1008,"5",6,48,2,4,2
"15181",7,1.70138888888889,245,0.465477516175151,0.465477516175151,0.465477516175151,144,"1",6,48,2,4,2
"15182",7,1.77755160550459,1023.86972477064,0.479985583558918,0.479985583558918,0.479985583558918,576,"2",6,48,2,4,2
"15183",7,1.7843295638126,2312.49111470113,0.482002400582431,0.482002400582431,0.482002400582431,1296,"3",6,48,2,4,2
"15184",7,1.76945471853194,4076.82367149758,0.463869926127852,0.463869926127852,0.463869926127852,2304,"4",6,48,2,4,2
"15185",7,1.75443686088217,1768.47235576923,0.439556176345584,0.439556176345584,0.439556176345584,1008,"5",6,48,2,4,2
"15186",8,1.59105960264901,229.112582781457,0.566211983786144,0.566211983786144,0.566211983786144,144,"1",6,48,2,4,2
"15187",8,1.75259259259259,1009.49333333333,0.471941145471308,0.471941145471308,0.471941145471308,576,"2",6,48,2,4,2
"15188",8,1.76004522571076,2281.01861252115,0.470711644549409,0.470711644549409,0.470711644549409,1296,"3",6,48,2,4,2
"15189",8,1.77348685364998,4086.11371080955,0.473864132632429,0.473864132632429,0.473864132632429,2304,"4",6,48,2,4,2
"15190",8,1.79087613230283,1805.20314136126,0.477833326384886,0.477833326384886,0.477833326384886,1008,"5",6,48,2,4,2
"15191",9,1.90201184640523,273.889705882353,0.456551025794724,0.456551025794724,0.456551025794724,144,"1",6,48,2,4,2
"15192",9,1.83109595070423,1054.71126760563,0.484102848620935,0.484102848620935,0.484102848620935,576,"2",6,48,2,4,2
"15193",9,1.77724263241736,2303.3064516129,0.483984312884664,0.483984312884664,0.483984312884664,1296,"3",6,48,2,4,2
"15194",9,1.77154195011338,4081.63265306122,0.48521849295065,0.48521849295065,0.48521849295065,2304,"4",6,48,2,4,2
"15195",9,1.76422814376182,1778.34196891192,0.486815063913647,0.486815063913647,0.486815063913647,1008,"5",6,48,2,4,2
"15196",10,1.6420695504665,236.458015267176,0.494350103152568,0.494350103152568,0.494350103152568,144,"1",6,48,2,4,2
"15197",10,1.75856587665647,1012.93394495413,0.483776004047363,0.483776004047363,0.483776004047363,576,"2",6,48,2,4,2
"15198",10,1.72366035455278,2233.8638195004,0.495366811778442,0.495366811778442,0.495366811778442,1296,"3",6,48,2,4,2
"15199",10,1.73631631335845,4000.47278597786,0.486349328935949,0.486349328935949,0.486349328935949,2304,"4",6,48,2,4,2
"15200",10,1.75339463365353,1767.42179072276,0.47485121156,0.47485121156,0.47485121156,1008,"5",6,48,2,4,2
"15201",1,0.507936507936508,73.1428571428571,0.646446609406726,0.646446609406726,0.646446609406726,144,"1",6,45,2.5,4,0.5
"15202",1,0.510416666666667,294,0.622035526990773,0.622035526990773,0.622035526990773,576,"2",6,45,2.5,4,0.5
"15203",1,0.478779320987654,620.498,0.680103248254411,0.680103248254411,0.680103248254411,1296,"3",6,45,2.5,4,0.5
"15204",1,0.432456935151392,996.380778588808,0.697158940725799,0.697158940725799,0.697158940725799,2304,"4",6,45,2.5,4,0.5
"15205",1,0.373114463176575,376.099378881988,0.726663863204733,0.726663863204733,0.726663863204733,1008,"5",6,45,2.5,4,0.5
"15206",2,0.485353535353535,69.8909090909091,0.663989247483876,0.663989247483876,0.663989247483876,144,"1",6,45,2.5,4,0.5
"15207",2,0.492643733850129,283.762790697674,0.640062983467322,0.640062983467322,0.640062983467322,576,"2",6,45,2.5,4,0.5
"15208",2,0.478216521350324,619.76861167002,0.676728435360447,0.676728435360447,0.676728435360447,1296,"3",6,45,2.5,4,0.5
"15209",2,0.436288207116788,1005.20802919708,0.690630365166367,0.690630365166367,0.690630365166367,2304,"4",6,45,2.5,4,0.5
"15210",2,0.382527472527472,385.587692307692,0.713781719740331,0.713781719740331,0.713781719740331,1008,"5",6,45,2.5,4,0.5
"15211",3,0.570043103448276,82.0862068965517,0.600725295247655,0.600725295247655,0.600725295247655,144,"1",6,45,2.5,4,0.5
"15212",3,0.491258528265107,282.964912280702,0.680059060568346,0.680059060568346,0.680059060568346,576,"2",6,45,2.5,4,0.5
"15213",3,0.478212072414971,619.762845849802,0.689470498295941,0.689470498295941,0.689470498295941,1296,"3",6,45,2.5,4,0.5
"15214",3,0.432335329341317,996.100598802395,0.709431893420142,0.709431893420142,0.709431893420142,2304,"4",6,45,2.5,4,0.5
"15215",3,0.37361895112655,376.607902735562,0.744381320927227,0.744381320927227,0.744381320927227,1008,"5",6,45,2.5,4,0.5
"15216",4,0.667063492063492,96.0571428571429,0.617453972161997,0.617453972161997,0.617453972161997,144,"1",6,45,2.5,4,0.5
"15217",4,0.503441494591937,289.982300884956,0.657673401559271,0.657673401559271,0.657673401559271,576,"2",6,45,2.5,4,0.5
"15218",4,0.504499320636259,653.831119544592,0.680289739347312,0.680289739347312,0.680289739347312,1296,"3",6,45,2.5,4,0.5
"15219",4,0.434571638990763,1001.25305623472,0.689947429159049,0.689947429159049,0.689947429159049,2304,"4",6,45,2.5,4,0.5
"15220",4,0.344747177221404,347.505154639175,0.708614241292821,0.708614241292821,0.708614241292821,1008,"5",6,45,2.5,4,0.5
"15221",5,0.589869281045752,84.9411764705882,0.675557157738475,0.675557157738475,0.675557157738475,144,"1",6,45,2.5,4,0.5
"15222",5,0.514119903673835,296.133064516129,0.708673982094824,0.708673982094824,0.708673982094824,576,"2",6,45,2.5,4,0.5
"15223",5,0.498056483802098,645.481203007519,0.696437534190302,0.696437534190302,0.696437534190302,1296,"3",6,45,2.5,4,0.5
"15224",5,0.431837121212121,994.952727272727,0.700995027616707,0.700995027616707,0.700995027616707,2304,"4",6,45,2.5,4,0.5
"15225",5,0.346714339888401,349.488054607509,0.709526249034444,0.709526249034444,0.709526249034444,1008,"5",6,45,2.5,4,0.5
"15226",6,0.375555555555556,54.08,0.803883864861816,0.803883864861816,0.803883864861816,144,"1",6,45,2.5,4,0.5
"15227",6,0.451882716049383,260.284444444444,0.734956732052486,0.734956732052486,0.734956732052486,576,"2",6,45,2.5,4,0.5
"15228",6,0.507387675525398,657.574427480916,0.672394469971979,0.672394469971979,0.672394469971979,1296,"3",6,45,2.5,4,0.5
"15229",6,0.433492601726264,998.766954377312,0.68553396226478,0.68553396226478,0.68553396226478,2304,"4",6,45,2.5,4,0.5
"15230",6,0.338646230850064,341.355400696864,0.711786376706865,0.711786376706865,0.711786376706865,1008,"5",6,45,2.5,4,0.5
"15231",7,0.48210922787194,69.4237288135593,0.720491502812526,0.720491502812526,0.720491502812526,144,"1",6,45,2.5,4,0.5
"15232",7,0.465116279069767,267.906976744186,0.677251387816049,0.677251387816049,0.677251387816049,576,"2",6,45,2.5,4,0.5
"15233",7,0.482223765432099,624.962,0.675122150380294,0.675122150380294,0.675122150380294,1296,"3",6,45,2.5,4,0.5
"15234",7,0.434674564270152,1001.49019607843,0.68799818471143,0.68799818471143,0.68799818471143,2304,"4",6,45,2.5,4,0.5
"15235",7,0.373672016274864,376.661392405063,0.710072472823823,0.710072472823823,0.710072472823823,1008,"5",6,45,2.5,4,0.5
"15236",8,0.50667211328976,72.9607843137255,0.595111834910542,0.595111834910542,0.595111834910542,144,"1",6,45,2.5,4,0.5
"15237",8,0.454120710784314,261.573529411765,0.658118270621086,0.658118270621086,0.658118270621086,576,"2",6,45,2.5,4,0.5
"15238",8,0.485353535353535,629.018181818182,0.663989247483876,0.663989247483876,0.663989247483876,1296,"3",6,45,2.5,4,0.5
"15239",8,0.435636765556917,1003.70710784314,0.686403856151795,0.686403856151795,0.686403856151795,2304,"4",6,45,2.5,4,0.5
"15240",8,0.372128887899916,375.105919003115,0.726270290449703,0.726270290449703,0.726270290449703,1008,"5",6,45,2.5,4,0.5
"15241",9,0.4921875,70.875,0.666666666666667,0.666666666666667,0.666666666666667,144,"1",6,45,2.5,4,0.5
"15242",9,0.501514050387597,288.872093023256,0.765596384530752,0.765596384530752,0.765596384530752,576,"2",6,45,2.5,4,0.5
"15243",9,0.488379945743385,632.940409683426,0.71910459269396,0.71910459269396,0.71910459269396,1296,"3",6,45,2.5,4,0.5
"15244",9,0.432753956718346,997.06511627907,0.733027533149661,0.733027533149661,0.733027533149661,2304,"4",6,45,2.5,4,0.5
"15245",9,0.361347609219126,364.238390092879,0.758527355791852,0.758527355791852,0.758527355791852,1008,"5",6,45,2.5,4,0.5
"15246",10,0.501136363636364,72.1636363636364,0.643651677450101,0.643651677450101,0.643651677450101,144,"1",6,45,2.5,4,0.5
"15247",10,0.514591439688716,296.4046692607,0.737625116083599,0.737625116083599,0.737625116083599,576,"2",6,45,2.5,4,0.5
