"dHat","nHat","pHat","pHatZeroNeg","pHatDropNeg","aHat","square","TrapSpacing","FieldSize","CatchRadius","NumVisits","density","simnum","paramnum"
-3960.5,-15.7162698412698,-0.0111735311569225,-0.0111735311569225,0,252,"5",3,27,0.5,4,2,8,64
48.1666666666667,1.33796296296296,0.195600333460156,0.195600333460156,0.195600333460156,36,"1",3,27,0.5,4,2,9,64
186.888888888889,1.29783950617284,0.1695452014626,0.1695452014626,0.1695452014626,144,"2",3,27,0.5,4,2,9,64
796.263157894737,2.45760233918129,0.080473787603337,0.080473787603337,0.080473787603337,324,"3",3,27,0.5,4,2,9,64
1066.66666666667,1.85185185185185,0.11965915691705,0.11965915691705,0.11965915691705,576,"4",3,27,0.5,4,2,9,64
391.114285714286,1.55204081632653,0.162829347830025,0.162829347830025,0.162829347830025,252,"5",3,27,0.5,4,2,9,64
33.9230769230769,0.942307692307692,0.382786600151632,0.382786600151632,0.382786600151632,36,"1",3,27,0.5,4,2,10,64
320.333333333333,2.22453703703704,0.101973489866126,0.101973489866126,0.101973489866126,144,"2",3,27,0.5,4,2,10,64
1770.125,5.4633487654321,0.034198203955026,0.034198203955026,0.034198203955026,324,"3",3,27,0.5,4,2,10,64
1856,3.22222222222222,0.0645856533065147,0.0645856533065147,0.0645856533065147,576,"4",3,27,0.5,4,2,10,64
608.047619047619,2.41288737717309,0.0976922409535657,0.0976922409535657,0.0976922409535657,252,"5",3,27,0.5,4,2,10,64
15.0769230769231,0.418803418803419,0.732738758087576,0.732738758087576,0.732738758087576,36,"1",3,24,1,4,0.5,1,65
68.4473684210526,0.475328947368421,0.495121835702599,0.495121835702599,0.495121835702599,144,"2",3,24,1,4,0.5,1,65
151.25,0.466820987654321,0.477767032132906,0.477767032132906,0.477767032132906,324,"3",3,24,1,4,0.5,1,65
277.777777777778,0.482253086419753,0.470849737787082,0.470849737787082,0.470849737787082,576,"4",3,24,1,4,0.5,1,65
126.5625,0.502232142857143,0.46251615011343,0.46251615011343,0.46251615011343,252,"5",3,24,1,4,0.5,1,65
20.25,0.5625,0.25464400750007,0.25464400750007,0.25464400750007,36,"1",3,24,1,4,0.5,2,65
75.1111111111111,0.521604938271605,0.445299803774771,0.445299803774771,0.445299803774771,144,"2",3,24,1,4,0.5,2,65
188.347826086957,0.581320450885668,0.371719137562457,0.371719137562457,0.371719137562457,324,"3",3,24,1,4,0.5,2,65
293.763157894737,0.51000548245614,0.385956695071212,0.385956695071212,0.385956695071212,576,"4",3,24,1,4,0.5,2,65
105.8,0.41984126984127,0.410232175380411,0.410232175380411,0.410232175380411,252,"5",3,24,1,4,0.5,2,65
13.4444444444444,0.373456790123457,0.573598567288779,0.573598567288779,0.573598567288779,36,"1",3,24,1,4,0.5,3,65
72.9,0.50625,0.490824922782684,0.490824922782684,0.490824922782684,144,"2",3,24,1,4,0.5,3,65
160.89010989011,0.49657441324108,0.502070402268031,0.502070402268031,0.502070402268031,324,"3",3,24,1,4,0.5,3,65
290.4,0.504166666666667,0.435923925182234,0.435923925182234,0.435923925182234,576,"4",3,24,1,4,0.5,3,65
134.75,0.534722222222222,0.345346329292023,0.345346329292023,0.345346329292023,252,"5",3,24,1,4,0.5,3,65
14.0833333333333,0.391203703703704,0.722649901887385,0.722649901887385,0.722649901887385,36,"1",3,24,1,4,0.5,4,65
73.780487804878,0.512364498644986,0.495475020890487,0.495475020890487,0.495475020890487,144,"2",3,24,1,4,0.5,4,65
165.3125,0.510223765432099,0.448322715632629,0.448322715632629,0.448322715632629,324,"3",3,24,1,4,0.5,4,65
275.241134751773,0.477849192277384,0.466835898253771,0.466835898253771,0.466835898253771,576,"4",3,24,1,4,0.5,4,65
110.229508196721,0.437418683320323,0.493939172652526,0.493939172652526,0.493939172652526,252,"5",3,24,1,4,0.5,4,65
16.6666666666667,0.462962962962963,0.367544467966324,0.367544467966324,0.367544467966324,36,"1",3,24,1,4,0.5,5,65
75.5714285714286,0.524801587301587,0.374456757828776,0.374456757828776,0.374456757828776,144,"2",3,24,1,4,0.5,5,65
165.3125,0.510223765432099,0.448322715632629,0.448322715632629,0.448322715632629,324,"3",3,24,1,4,0.5,5,65
282.03125,0.489637586805556,0.428759429422521,0.428759429422521,0.428759429422521,576,"4",3,24,1,4,0.5,5,65
117.1875,0.465029761904762,0.4,0.4,0.4,252,"5",3,24,1,4,0.5,5,65
18,0.5,0.422649730810374,0.422649730810374,0.422649730810374,36,"1",3,24,1,4,0.5,6,65
67.7647058823529,0.470588235294118,0.459938275132678,0.459938275132678,0.459938275132678,144,"2",3,24,1,4,0.5,6,65
158.487804878049,0.489159891598916,0.470187057173982,0.470187057173982,0.470187057173982,324,"3",3,24,1,4,0.5,6,65
285.032258064516,0.494847670250896,0.416540034008422,0.416540034008422,0.416540034008422,576,"4",3,24,1,4,0.5,6,65
130.380952380952,0.517384731670446,0.342404050778571,0.342404050778571,0.342404050778571,252,"5",3,24,1,4,0.5,6,65
16.3333333333333,0.453703703703704,0.244071053981546,0.244071053981546,0.244071053981546,36,"1",3,24,1,4,0.5,7,65
75.7575757575758,0.526094276094276,0.41690481051547,0.41690481051547,0.41690481051547,144,"2",3,24,1,4,0.5,7,65
164.09756097561,0.506473953628425,0.45860970799629,0.45860970799629,0.45860970799629,324,"3",3,24,1,4,0.5,7,65
286.963768115942,0.498200986312399,0.446346079832733,0.446346079832733,0.446346079832733,576,"4",3,24,1,4,0.5,7,65
123.017857142857,0.488166099773243,0.42964817452797,0.42964817452797,0.42964817452797,252,"5",3,24,1,4,0.5,7,65
22.2307692307692,0.617521367521368,0.514928749927334,0.514928749927334,0.514928749927334,36,"1",3,24,1,4,0.5,8,65
91.6545454545455,0.636489898989899,0.525287336722459,0.525287336722459,0.525287336722459,144,"2",3,24,1,4,0.5,8,65
182.044444444444,0.561865569272977,0.455137632057416,0.455137632057416,0.455137632057416,324,"3",3,24,1,4,0.5,8,65
303.516129032258,0.526937724014337,0.399313107960527,0.399313107960527,0.399313107960527,576,"4",3,24,1,4,0.5,8,65
128.117647058824,0.508403361344538,0.303689376177209,0.303689376177209,0.303689376177209,252,"5",3,24,1,4,0.5,8,65
10.6666666666667,0.296296296296296,0.5,0.5,0.5,36,"1",3,24,1,4,0.5,9,65
65.025,0.4515625,0.535579635987176,0.535579635987176,0.535579635987176,144,"2",3,24,1,4,0.5,9,65
151.480519480519,0.467532467532468,0.46424162438928,0.46424162438928,0.46424162438928,324,"3",3,24,1,4,0.5,9,65
275.241134751773,0.477849192277384,0.466835898253771,0.466835898253771,0.466835898253771,576,"4",3,24,1,4,0.5,9,65
123.765625,0.491133432539683,0.47000105999682,0.47000105999682,0.47000105999682,252,"5",3,24,1,4,0.5,9,65
24.5,0.680555555555556,0.345346329292023,0.345346329292023,0.345346329292023,36,"1",3,24,1,4,0.5,10,65
62.2272727272727,0.432133838383838,0.363285460032987,0.363285460032987,0.363285460032987,144,"2",3,24,1,4,0.5,10,65
163.557142857143,0.504805996472663,0.411957150776098,0.411957150776098,0.411957150776098,324,"3",3,24,1,4,0.5,10,65
280.507936507937,0.486992945326279,0.425728954201456,0.425728954201456,0.425728954201456,576,"4",3,24,1,4,0.5,10,65
117.160714285714,0.464923469387755,0.444444444444444,0.444444444444444,0.444444444444444,252,"5",3,24,1,4,0.5,10,65
40.6923076923077,1.13034188034188,0.340619526604213,0.340619526604213,0.340619526604213,36,"1",3,24,1,4,1,1,66
150.563636363636,1.04558080808081,0.371029097966849,0.371029097966849,0.371029097966849,144,"2",3,24,1,4,1,1,66
384.126984126984,1.18557711150304,0.346338981372816,0.346338981372816,0.346338981372816,324,"3",3,24,1,4,1,1,66
601.174528301887,1.04370577830189,0.362691232614838,0.362691232614838,0.362691232614838,576,"4",3,24,1,4,1,1,66
218.244186046512,0.866048357327427,0.389866593503824,0.389866593503824,0.389866593503824,252,"5",3,24,1,4,1,1,66
36.5652173913044,1.01570048309179,0.545141173852658,0.545141173852658,0.545141173852658,36,"1",3,24,1,4,1,2,66
154.716216216216,1.07441816816817,0.444652167598296,0.444652167598296,0.444652167598296,144,"2",3,24,1,4,1,2,66
345.025641025641,1.06489395378284,0.427648528527661,0.427648528527661,0.427648528527661,324,"3",3,24,1,4,1,2,66
596.581497797357,1.0357317670093,0.381007129352007,0.381007129352007,0.381007129352007,576,"4",3,24,1,4,1,2,66
260.507042253521,1.03375810418064,0.308667101556285,0.308667101556285,0.308667101556285,252,"5",3,24,1,4,1,2,66
40.96,1.13777777777778,0.532292826653257,0.532292826653257,0.532292826653257,36,"1",3,24,1,4,1,3,66
150.256097560976,1.04344512195122,0.488862776486332,0.488862776486332,0.488862776486332,144,"2",3,24,1,4,1,3,66
320.025974025974,0.987734487734488,0.44655053861594,0.44655053861594,0.44655053861594,324,"3",3,24,1,4,1,3,66
547.777358490566,0.951002358490566,0.448219298763342,0.448219298763342,0.448219298763342,576,"4",3,24,1,4,1,3,66
227.756756756757,0.903796653796654,0.450557744205244,0.450557744205244,0.450557744205244,252,"5",3,24,1,4,1,3,66
35.6363636363636,0.98989898989899,0.537089950113724,0.537089950113724,0.537089950113724,36,"1",3,24,1,4,1,4,66
127.285714285714,0.883928571428572,0.528595479208968,0.528595479208968,0.528595479208968,144,"2",3,24,1,4,1,4,66
331.251461988304,1.02238105551946,0.469422385468425,0.469422385468425,0.469422385468425,324,"3",3,24,1,4,1,4,66
575.250980392157,0.998699618736383,0.421896501176061,0.421896501176061,0.421896501176061,576,"4",3,24,1,4,1,4,66
250.297619047619,0.993244520030234,0.351394067886815,0.351394067886815,0.351394067886815,252,"5",3,24,1,4,1,4,66
39.0625,1.08506944444444,0.4,0.4,0.4,36,"1",3,24,1,4,1,5,66
147.015625,1.02094184027778,0.416728034646778,0.416728034646778,0.416728034646778,144,"2",3,24,1,4,1,5,66
334.277372262774,1.03172028476165,0.400155783463615,0.400155783463615,0.400155783463615,324,"3",3,24,1,4,1,5,66
559.562992125984,0.9714635279965,0.428808309803441,0.428808309803441,0.428808309803441,576,"4",3,24,1,4,1,5,66
227.08547008547,0.901132817799485,0.468766916545049,0.468766916545049,0.468766916545049,252,"5",3,24,1,4,1,5,66
36,1,0.422649730810374,0.422649730810374,0.422649730810374,36,"1",3,24,1,4,1,6,66
143.253968253968,0.994819223985891,0.419618999911991,0.419618999911991,0.419618999911991,144,"2",3,24,1,4,1,6,66
328.720238095238,1.01456863609641,0.466046459906179,0.466046459906179,0.466046459906179,324,"3",3,24,1,4,1,6,66
551.08041958042,0.95673683954934,0.47123069554864,0.47123069554864,0.47123069554864,576,"4",3,24,1,4,1,6,66
222.406779661017,0.882566585956416,0.478842693352952,0.478842693352952,0.478842693352952,252,"5",3,24,1,4,1,6,66
39.3846153846154,1.09401709401709,0.566987298107781,0.566987298107781,0.566987298107781,36,"1",3,24,1,4,1,7,66
150.392405063291,1.04439170182841,0.475376937412998,0.475376937412998,0.475376937412998,144,"2",3,24,1,4,1,7,66
307.61797752809,0.949438202247191,0.510800409529771,0.510800409529771,0.510800409529771,324,"3",3,24,1,4,1,7,66
546.605633802817,0.948968114241002,0.471617735669635,0.471617735669635,0.471617735669635,576,"4",3,24,1,4,1,7,66
241.509433962264,0.958370769691524,0.419052498068887,0.419052498068887,0.419052498068887,252,"5",3,24,1,4,1,7,66
37.5555555555556,1.04320987654321,0.445299803774771,0.445299803774771,0.445299803774771,36,"1",3,24,1,4,1,8,66
155.603448275862,1.08057950191571,0.375921732303931,0.375921732303931,0.375921732303931,144,"2",3,24,1,4,1,8,66
326.395683453237,1.00739408473221,0.410578384875829,0.410578384875829,0.410578384875829,324,"3",3,24,1,4,1,8,66
563.413127413127,0.978147790647791,0.432558788246913,0.432558788246913,0.432558788246913,576,"4",3,24,1,4,1,8,66
238.008333333333,0.944477513227513,0.461538461538462,0.461538461538462,0.461538461538462,252,"5",3,24,1,4,1,8,66
33.9230769230769,0.942307692307692,0.382786600151632,0.382786600151632,0.382786600151632,36,"1",3,24,1,4,1,9,66
147.347222222222,1.02324459876543,0.451391875938382,0.451391875938382,0.451391875938382,144,"2",3,24,1,4,1,9,66
312.761006289308,0.965311747806507,0.46428037585406,0.46428037585406,0.46428037585406,324,"3",3,24,1,4,1,9,66
552.742424242424,0.959622264309764,0.444211799729241,0.444211799729241,0.444211799729241,576,"4",3,24,1,4,1,9,66
240.771428571429,0.955442176870748,0.417228482585641,0.417228482585641,0.417228482585641,252,"5",3,24,1,4,1,9,66
46.2857142857143,1.28571428571429,0.218264040029428,0.218264040029428,0.218264040029428,36,"1",3,24,1,4,1,10,66
164.571428571429,1.14285714285714,0.354502775632097,0.354502775632097,0.354502775632097,144,"2",3,24,1,4,1,10,66
364.926229508197,1.12631552317345,0.350537955021775,0.350537955021775,0.350537955021775,324,"3",3,24,1,4,1,10,66
605.568181818182,1.0513336489899,0.369714133132748,0.369714133132748,0.369714133132748,576,"4",3,24,1,4,1,10,66
242,0.96031746031746,0.396977310844473,0.396977310844473,0.396977310844473,252,"5",3,24,1,4,1,10,66
57.1428571428571,1.58730158730159,0.452277442494834,0.452277442494834,0.452277442494834,36,"1",3,24,1,4,1.5,1,67
219.010416666667,1.5209056712963,0.41868164102382,0.41868164102382,0.41868164102382,144,"2",3,24,1,4,1.5,1,67
480.018518518519,1.48153863740283,0.426246963769384,0.426246963769384,0.426246963769384,324,"3",3,24,1,4,1.5,1,67
848.316384180791,1.47277150031387,0.405008740786769,0.405008740786769,0.405008740786769,576,"4",3,24,1,4,1.5,1,67
370.115942028986,1.46871405567058,0.37599636942286,0.37599636942286,0.37599636942286,252,"5",3,24,1,4,1.5,1,67
49,1.36111111111111,0.465477516175151,0.465477516175151,0.465477516175151,36,"1",3,24,1,4,1.5,2,67
204.49,1.42006944444444,0.451639442793976,0.451639442793976,0.451639442793976,144,"2",3,24,1,4,1.5,2,67
475.518691588785,1.46765028268144,0.426280900600587,0.426280900600587,0.426280900600587,324,"3",3,24,1,4,1.5,2,67
835.813471502591,1.451065054692,0.433941226363138,0.433941226363138,0.433941226363138,576,"4",3,24,1,4,1.5,2,67
360.470930232558,1.43044019933555,0.443909227022094,0.443909227022094,0.443909227022094,252,"5",3,24,1,4,1.5,2,67
56.9411764705882,1.58169934640523,0.523268705377204,0.523268705377204,0.523268705377204,36,"1",3,24,1,4,1.5,3,67
207.159292035398,1.43860619469027,0.488690007435086,0.488690007435086,0.488690007435086,144,"2",3,24,1,4,1.5,3,67
495.126016260163,1.52816671685235,0.456742289674523,0.456742289674523,0.456742289674523,324,"3",3,24,1,4,1.5,3,67
846.568181818182,1.46973642676768,0.43780592660025,0.43780592660025,0.43780592660025,576,"4",3,24,1,4,1.5,3,67
352.666666666667,1.3994708994709,0.410232175380411,0.410232175380411,0.410232175380411,252,"5",3,24,1,4,1.5,3,67
72,2,0.292893218813452,0.292893218813452,0.292893218813452,36,"1",3,24,1,4,1.5,4,67
224.714285714286,1.56051587301587,0.396977310844473,0.396977310844473,0.396977310844473,144,"2",3,24,1,4,1.5,4,67
475.020833333333,1.46611368312757,0.396478326324542,0.396478326324542,0.396478326324542,324,"3",3,24,1,4,1.5,4,67
879.559322033898,1.52701271186441,0.395358455074858,0.395358455074858,0.395358455074858,576,"4",3,24,1,4,1.5,4,67
404.543209876543,1.60533019792279,0.394040017822959,0.394040017822959,0.394040017822959,252,"5",3,24,1,4,1.5,4,67
51.2,1.42222222222222,0.387627564304206,0.387627564304206,0.387627564304206,36,"1",3,24,1,4,1.5,5,67
197.568421052632,1.37200292397661,0.446312955663858,0.446312955663858,0.446312955663858,144,"2",3,24,1,4,1.5,5,67
444.561983471074,1.3721048872564,0.487950078653243,0.487950078653243,0.487950078653243,324,"3",3,24,1,4,1.5,5,67
828.992555831265,1.43922318720706,0.449756266650891,0.449756266650891,0.449756266650891,576,"4",3,24,1,4,1.5,5,67
388.198757763975,1.54047126096816,0.403342644392948,0.403342644392948,0.403342644392948,252,"5",3,24,1,4,1.5,5,67
56.3478260869565,1.56521739130435,0.399074787422668,0.399074787422668,0.399074787422668,36,"1",3,24,1,4,1.5,6,67
228.752475247525,1.58855885588559,0.420753665709075,0.420753665709075,0.420753665709075,144,"2",3,24,1,4,1.5,6,67
496.713043478261,1.53306494900698,0.434733136280805,0.434733136280805,0.434733136280805,324,"3",3,24,1,4,1.5,6,67
897.513812154696,1.55818370165746,0.39592030269032,0.39592030269032,0.39592030269032,576,"4",3,24,1,4,1.5,6,67
407.757575757576,1.61808561808562,0.343467835701387,0.343467835701387,0.343467835701387,252,"5",3,24,1,4,1.5,6,67
56.3333333333333,1.56481481481481,0.445299803774771,0.445299803774771,0.445299803774771,36,"1",3,24,1,4,1.5,7,67
223.725663716814,1.55365044247788,0.462126245201879,0.462126245201879,0.462126245201879,144,"2",3,24,1,4,1.5,7,67
519.592156862745,1.60367949648995,0.452779249798996,0.452779249798996,0.452779249798996,324,"3",3,24,1,4,1.5,7,67
881.837016574586,1.53096704266421,0.400590260841359,0.400590260841359,0.400590260841359,576,"4",3,24,1,4,1.5,7,67
377.579439252336,1.49833110814419,0.316142053097072,0.316142053097072,0.316142053097072,252,"5",3,24,1,4,1.5,7,67
65.1904761904762,1.81084656084656,0.342404050778571,0.342404050778571,0.342404050778571,36,"1",3,24,1,4,1.5,8,67
207,1.4375,0.422649730810374,0.422649730810374,0.422649730810374,144,"2",3,24,1,4,1.5,8,67
495.169811320755,1.52830188679245,0.412055264207869,0.412055264207869,0.412055264207869,324,"3",3,24,1,4,1.5,8,67
849.043010752688,1.47403300477897,0.418554996740924,0.418554996740924,0.418554996740924,576,"4",3,24,1,4,1.5,8,67
354.025,1.40486111111111,0.4275219720924,0.4275219720924,0.4275219720924,252,"5",3,24,1,4,1.5,8,67
58.9090909090909,1.63636363636364,0.376390435537676,0.376390435537676,0.376390435537676,36,"1",3,24,1,4,1.5,9,67
222.843373493976,1.5475234270415,0.375735727153202,0.375735727153202,0.375735727153202,144,"2",3,24,1,4,1.5,9,67
485.337606837607,1.49795557665928,0.447154648933496,0.447154648933496,0.447154648933496,324,"3",3,24,1,4,1.5,9,67
846.782152230971,1.47010790317877,0.426218375936737,0.426218375936737,0.426218375936737,576,"4",3,24,1,4,1.5,9,67
363,1.44047619047619,0.396977310844473,0.396977310844473,0.396977310844473,252,"5",3,24,1,4,1.5,9,67
67.8461538461538,1.88461538461538,0.382786600151632,0.382786600151632,0.382786600151632,36,"1",3,24,1,4,1.5,10,67
240.285714285714,1.66865079365079,0.47477426856111,0.47477426856111,0.47477426856111,144,"2",3,24,1,4,1.5,10,67
519.004310344828,1.60186515538527,0.42431596882804,0.42431596882804,0.42431596882804,324,"3",3,24,1,4,1.5,10,67
865.671122994652,1.50290125519905,0.41458860394061,0.41458860394061,0.41458860394061,576,"4",3,24,1,4,1.5,10,67
347.070422535211,1.37726358148893,0.399699774812336,0.399699774812336,0.399699774812336,252,"5",3,24,1,4,1.5,10,67
100.761904761905,2.7989417989418,0.262790219225514,0.262790219225514,0.262790219225514,36,"1",3,24,1,4,2,1,68
286.725663716814,1.99115044247788,0.389899826075896,0.389899826075896,0.389899826075896,144,"2",3,24,1,4,2,1,68
665.434306569343,2.05380958817699,0.401406801466797,0.401406801466797,0.401406801466797,324,"3",3,24,1,4,2,1,68
1212.27149321267,2.10463800904977,0.370575768350171,0.370575768350171,0.370575768350171,576,"4",3,24,1,4,2,1,68
553.720238095238,2.19730253212396,0.329790832747826,0.329790832747826,0.329790832747826,252,"5",3,24,1,4,2,1,68
65.025,1.80625,0.535579635987176,0.535579635987176,0.535579635987176,36,"1",3,24,1,4,2,2,68
256,1.77777777777778,0.440983005625053,0.440983005625053,0.440983005625053,144,"2",3,24,1,4,2,2,68
642.857142857143,1.98412698412698,0.452277442494834,0.452277442494834,0.452277442494834,324,"3",3,24,1,4,2,2,68
1141.87262357414,1.98241774926067,0.433175227622641,0.433175227622641,0.433175227622641,576,"4",3,24,1,4,2,2,68
500.592417061611,1.98647784548258,0.407742259848611,0.407742259848611,0.407742259848611,252,"5",3,24,1,4,2,2,68
80.4102564102564,2.23361823361823,0.44902683498066,0.44902683498066,0.44902683498066,36,"1",3,24,1,4,2,3,68
298.372413793103,2.072030651341,0.449650460720993,0.449650460720993,0.449650460720993,144,"2",3,24,1,4,2,3,68
647.491638795987,1.99843098393823,0.433912952405246,0.433912952405246,0.433912952405246,324,"3",3,24,1,4,2,3,68
1122.80701754386,1.94931773879142,0.46380973526182,0.46380973526182,0.46380973526182,576,"4",3,24,1,4,2,3,68
478.228782287823,1.89773326304692,0.502785536994123,0.502785536994123,0.502785536994123,252,"5",3,24,1,4,2,3,68
83.3333333333333,2.31481481481481,0.367544467966324,0.367544467966324,0.367544467966324,36,"1",3,24,1,4,2,4,68
312.029411764706,2.16687091503268,0.417071337775609,0.417071337775609,0.417071337775609,144,"2",3,24,1,4,2,4,68
666.262987012987,2.05636724386724,0.434236533327972,0.434236533327972,0.434236533327972,324,"3",3,24,1,4,2,4,68
1150.84210526316,1.99798976608187,0.412779780485297,0.412779780485297,0.412779780485297,576,"4",3,24,1,4,2,4,68
487.102150537634,1.93294504181601,0.381890138677232,0.381890138677232,0.381890138677232,252,"5",3,24,1,4,2,4,68
68.5121951219512,1.90311653116531,0.524169048569114,0.524169048569114,0.524169048569114,36,"1",3,24,1,4,2,5,68
271.058823529412,1.88235294117647,0.459938275132678,0.459938275132678,0.459938275132678,144,"2",3,24,1,4,2,5,68
647.27147766323,1.99775147426923,0.425985115560926,0.425985115560926,0.425985115560926,324,"3",3,24,1,4,2,5,68
1138.46153846154,1.97649572649573,0.408392021690038,0.408392021690038,0.408392021690038,576,"4",3,24,1,4,2,5,68
492.821052631579,1.95563909774436,0.384301236544801,0.384301236544801,0.384301236544801,252,"5",3,24,1,4,2,5,68
74.7692307692308,2.07692307692308,0.47295372330527,0.47295372330527,0.47295372330527,36,"1",3,24,1,4,2,6,68
282.692307692308,1.96314102564103,0.49290744716289,0.49290744716289,0.49290744716289,144,"2",3,24,1,4,2,6,68
623.304347826087,1.92377885131508,0.469669914110089,0.469669914110089,0.469669914110089,324,"3",3,24,1,4,2,6,68
1122.7900990099,1.94928836633663,0.426110402962109,0.426110402962109,0.426110402962109,576,"4",3,24,1,4,2,6,68
508.333333333333,2.01719576719577,0.367544467966324,0.367544467966324,0.367544467966324,252,"5",3,24,1,4,2,6,68
76.4090909090909,2.12247474747475,0.319254354294982,0.319254354294982,0.319254354294982,36,"1",3,24,1,4,2,7,68
263.269230769231,1.82825854700855,0.454750243193729,0.454750243193729,0.454750243193729,144,"2",3,24,1,4,2,7,68
653.758957654723,2.01777456066273,0.438990068842678,0.438990068842678,0.438990068842678,324,"3",3,24,1,4,2,7,68
1141.50784313725,1.98178444989107,0.424165088460839,0.424165088460839,0.424165088460839,576,"4",3,24,1,4,2,7,68
488.793103448276,1.93965517241379,0.403715206000056,0.403715206000056,0.403715206000056,252,"5",3,24,1,4,2,7,68
73.0810810810811,2.03003003003003,0.462913844470425,0.462913844470425,0.462913844470425,36,"1",3,24,1,4,2,8,68
290.267716535433,2.01574803149606,0.418156664842961,0.418156664842961,0.418156664842961,144,"2",3,24,1,4,2,8,68
639.03125,1.97231867283951,0.426701361704627,0.426701361704627,0.426701361704627,324,"3",3,24,1,4,2,8,68
1146.03174603175,1.98963844797178,0.419618999911991,0.419618999911991,0.419618999911991,576,"4",3,24,1,4,2,8,68
507.226851851852,2.01280496766608,0.410566353039475,0.410566353039475,0.410566353039475,252,"5",3,24,1,4,2,8,68
66.7586206896552,1.8544061302682,0.416125791878858,0.416125791878858,0.416125791878858,36,"1",3,24,1,4,2,9,68
274.836734693878,1.90858843537415,0.481678944651184,0.481678944651184,0.481678944651184,144,"2",3,24,1,4,2,9,68
645.960486322188,1.99370520469811,0.464898087838277,0.464898087838277,0.464898087838277,324,"3",3,24,1,4,2,9,68
1117.21470019342,1.93960885450247,0.434547223806211,0.434547223806211,0.434547223806211,576,"4",3,24,1,4,2,9,68
475.537234042553,1.88705251604188,0.390707411669911,0.390707411669911,0.390707411669911,252,"5",3,24,1,4,2,9,68
69.1428571428571,1.92063492063492,0.396977310844473,0.396977310844473,0.396977310844473,36,"1",3,24,1,4,2,10,68
302.46,2.10041666666667,0.456148321794146,0.456148321794146,0.456148321794146,144,"2",3,24,1,4,2,10,68
618.394648829431,1.9086254593501,0.448047861865997,0.448047861865997,0.448047861865997,324,"3",3,24,1,4,2,10,68
1163.98308668076,2.02080396993188,0.397892291427545,0.397892291427545,0.397892291427545,576,"4",3,24,1,4,2,10,68
559.448275862069,2.2200328407225,0.334937828238824,0.334937828238824,0.334937828238824,252,"5",3,24,1,4,2,10,68
24.2,0.672222222222222,0.261451054124004,0.261451054124004,0.261451054124004,36,"1",3,25,1,4,0.5,1,69
64,0.444444444444444,0.387627564304206,0.387627564304206,0.387627564304206,144,"2",3,25,1,4,0.5,1,69
152.338028169014,0.470179099287081,0.436699287850892,0.436699287850892,0.436699287850892,324,"3",3,25,1,4,0.5,1,69
298.530769230769,0.518282585470085,0.416817761893729,0.416817761893729,0.416817761893729,576,"4",3,25,1,4,0.5,1,69
146.593220338983,0.581719128329298,0.395358455074858,0.395358455074858,0.395358455074858,252,"5",3,25,1,4,0.5,1,69
19.2666666666667,0.535185185185185,0.657002829714982,0.657002829714982,0.657002829714982,36,"1",3,25,1,4,0.5,2,69
60.4571428571429,0.41984126984127,0.510990353078174,0.510990353078174,0.510990353078174,144,"2",3,25,1,4,0.5,2,69
160.514285714286,0.495414462081129,0.417228482585641,0.417228482585641,0.417228482585641,324,"3",3,25,1,4,0.5,2,69
310.083333333333,0.53833912037037,0.35981560033552,0.35981560033552,0.35981560033552,576,"4",3,25,1,4,0.5,2,69
156.026315789474,0.619152046783626,0.288316428113233,0.288316428113233,0.288316428113233,252,"5",3,25,1,4,0.5,2,69
20.1666666666667,0.560185185185185,0.325800137536758,0.325800137536758,0.325800137536758,36,"1",3,25,1,4,0.5,3,69
73.6333333333333,0.511342592592593,0.398583232974359,0.398583232974359,0.398583232974359,144,"2",3,25,1,4,0.5,3,69
156.25,0.482253086419753,0.4,0.4,0.4,324,"3",3,25,1,4,0.5,3,69
319.53781512605,0.554753151260504,0.375705526419151,0.375705526419151,0.375705526419151,576,"4",3,25,1,4,0.5,3,69
164.090909090909,0.651154401154401,0.35111431547695,0.35111431547695,0.35111431547695,252,"5",3,25,1,4,0.5,3,69
22.5,0.625,0.422649730810374,0.422649730810374,0.422649730810374,36,"1",3,25,1,4,0.5,4,69
75.625,0.525173611111111,0.477767032132906,0.477767032132906,0.477767032132906,144,"2",3,25,1,4,0.5,4,69
176.014285714286,0.543253968253968,0.392242343224399,0.392242343224399,0.392242343224399,324,"3",3,25,1,4,0.5,4,69
311.04132231405,0.540002295684114,0.386576280378877,0.386576280378877,0.386576280378877,576,"4",3,25,1,4,0.5,4,69
135.078431372549,0.536025521319639,0.379079579434934,0.379079579434934,0.379079579434934,252,"5",3,25,1,4,0.5,4,69
13.4444444444444,0.373456790123457,0.573598567288779,0.573598567288779,0.573598567288779,36,"1",3,25,1,4,0.5,5,69
60.025,0.416840277777778,0.571428571428571,0.571428571428571,0.571428571428571,144,"2",3,25,1,4,0.5,5,69
162.118421052632,0.500365497076023,0.438470557036129,0.438470557036129,0.438470557036129,324,"3",3,25,1,4,0.5,5,69
296.467625899281,0.514700739408473,0.438510074925123,0.438510074925123,0.438510074925123,576,"4",3,25,1,4,0.5,5,69
134.349206349206,0.533131771227009,0.438557757819784,0.438557757819784,0.438557757819784,252,"5",3,25,1,4,0.5,5,69
12,0.333333333333333,1,1,1,36,"1",3,25,1,4,0.5,6,69
74.7555555555556,0.519135802469136,0.526567923526001,0.526567923526001,0.526567923526001,144,"2",3,25,1,4,0.5,6,69
